SeLEV6574_g00010	tr|A0A0L0HMB8|A0A0L0HMB8_SPIPN	57.80	481	162	2	2448	1006	74	513	0.0	573
SeLEV6574_g00010	tr|A0A0L0HMB8|A0A0L0HMB8_SPIPN	47.10	155	38	2	827	363	530	640	0.0	138
SeLEV6574_g00010	tr|A0A0L0HMB8|A0A0L0HMB8_SPIPN	80.00	40	8	0	159	40	645	684	0.0	73.9
SeLEV6574_g00010	tr|A0A0L0HMB8|A0A0L0HMB8_SPIPN	55.00	20	9	0	940	881	514	533	0.0	31.6
SeLEV6574_g00010	tr|A0A0L0HMB8|A0A0L0HMB8_SPIPN	84.62	13	2	0	310	272	632	644	0.0	25.8
SeLEV6574_g00011	tr|A0A0L0HPA1|A0A0L0HPA1_SPIPN	51.06	47	23	0	1355	1215	123	169	1e-21	52.0
SeLEV6574_g00011	tr|A0A0L0HPA1|A0A0L0HPA1_SPIPN	52.17	46	19	1	1823	1686	34	76	1e-21	45.1
SeLEV6574_g00011	tr|A0A0L0HPA1|A0A0L0HPA1_SPIPN	34.33	67	41	1	1119	919	181	244	1e-21	44.3
SeLEV6574_g00011	tr|A0A0L0HPA1|A0A0L0HPA1_SPIPN	37.29	59	12	3	1603	1433	86	121	1e-21	32.3
SeLEV6574_g00012	tr|A0A0L0HDH4|A0A0L0HDH4_SPIPN	32.43	370	188	9	4075	3020	33	358	3e-55	209
SeLEV6574_g00013	tr|A0A1Y1YLI3|A0A1Y1YLI3_9FUNG	50.42	119	53	2	528	172	282	394	9e-74	125
SeLEV6574_g00013	tr|A0A1Y1YLI3|A0A1Y1YLI3_9FUNG	36.25	160	61	4	1310	834	109	228	9e-74	90.1
SeLEV6574_g00013	tr|A0A1Y1YLI3|A0A1Y1YLI3_9FUNG	31.30	131	61	1	1791	1399	7	108	9e-74	79.3
SeLEV6574_g00013	tr|A0A1Y1YLI3|A0A1Y1YLI3_9FUNG	58.70	46	18	1	775	641	224	269	9e-74	55.1
SeLEV6574_g00014	tr|A0A0L0HN79|A0A0L0HN79_SPIPN	40.00	95	24	2	307	585	57	120	4e-15	70.1
SeLEV6574_g00014	tr|A0A0L0HN79|A0A0L0HN79_SPIPN	57.14	28	12	0	152	235	29	56	4e-15	38.9
SeLEV6574_g00015	tr|A0A0L0H8I4|A0A0L0H8I4_SPIPN	38.56	459	184	12	2648	4024	768	1128	4e-121	273
SeLEV6574_g00015	tr|A0A0L0H8I4|A0A0L0H8I4_SPIPN	47.58	227	84	4	1930	2589	571	769	4e-121	194
SeLEV6574_g00015	tr|A0A0L0H8I4|A0A0L0H8I4_SPIPN	39.23	543	242	9	121	1686	61	536	1e-93	342
SeLEV6574_g00016	tr|A0A0L0H754|A0A0L0H754_SPIPN	55.46	229	87	5	1343	693	118	343	2e-70	256
