SeLEV6574_g00010	sp|B3RXR7|GUF1_TRIAD	50.84	476	183	4	2415	1009	56	487	2e-174	499
SeLEV6574_g00010	sp|B3RXR7|GUF1_TRIAD	36.13	155	55	3	827	363	505	615	2e-174	95.9
SeLEV6574_g00010	sp|B3RXR7|GUF1_TRIAD	55.00	40	17	1	159	40	620	658	2e-174	53.9
SeLEV6574_g00010	sp|B3RXR7|GUF1_TRIAD	60.00	20	8	0	940	881	489	508	2e-174	30.4
SeLEV6574_g00010	sp|B3RXR7|GUF1_TRIAD	76.92	13	3	0	310	272	607	619	2e-174	23.1
SeLEV6574_g00011	sp|P50325|CDA_AMYRO	58.33	36	15	0	977	870	237	272	3e-07	48.9
SeLEV6574_g00011	sp|P50325|CDA_AMYRO	44.00	25	14	0	1110	1036	216	240	3e-07	28.5
SeLEV6574_g00012	sp|A0LQR5|DDL_SYNFM	22.58	124	81	3	3295	3648	99	213	0.69	37.7
SeLEV6574_g00013	sp|Q58DS6|JMJD6_BOVIN	57.33	75	25	2	498	295	255	329	2e-23	87.0
SeLEV6574_g00013	sp|Q58DS6|JMJD6_BOVIN	41.18	68	31	2	796	605	184	246	2e-23	45.4
SeLEV6574_g00013	sp|Q58DS6|JMJD6_BOVIN	56.00	50	21	1	980	834	146	195	9e-11	68.2
SeLEV6574_g00013	sp|Q58DS6|JMJD6_BOVIN	54.05	37	15	1	1310	1200	104	138	0.002	45.1
SeLEV6574_g00014	sp|P28000|RPAC2_YEAST	32.18	87	28	1	307	567	83	138	2e-12	50.1
SeLEV6574_g00014	sp|P28000|RPAC2_YEAST	59.26	27	11	0	155	235	56	82	2e-12	42.7
SeLEV6574_g00015	sp|Q9P1Q0|VPS54_HUMAN	27.67	159	69	2	2648	3124	666	778	2e-35	79.0
SeLEV6574_g00015	sp|Q9P1Q0|VPS54_HUMAN	44.07	59	33	0	3353	3529	807	865	2e-35	54.3
SeLEV6574_g00015	sp|Q9P1Q0|VPS54_HUMAN	24.40	250	142	7	1930	2589	435	667	2e-35	44.3
SeLEV6574_g00015	sp|Q9P1Q0|VPS54_HUMAN	48.28	29	15	0	3207	3293	781	809	2e-35	37.0
SeLEV6574_g00016	sp|Q02953|HSF_SCHPO	51.25	160	75	2	1334	864	80	239	5e-43	172
SeLEV6574_g00017	sp|Q6EQX3|OML5_ORYSJ	55.56	54	24	0	880	719	673	726	7e-28	75.5
SeLEV6574_g00017	sp|Q6EQX3|OML5_ORYSJ	53.49	43	20	0	654	526	728	770	7e-28	49.3
SeLEV6574_g00017	sp|Q6EQX3|OML5_ORYSJ	68.00	25	8	0	1026	952	646	670	7e-28	43.9
SeLEV6574_g00019	sp|O13802|EBP2_SCHPO	42.98	235	120	4	810	115	99	322	1e-39	150
SeLEV6574_g00036	sp|P0DN31|NFS1_ARTBC	67.20	250	58	2	1042	1791	278	503	7e-163	316
SeLEV6574_g00036	sp|P0DN31|NFS1_ARTBC	68.53	143	25	2	558	980	154	278	7e-163	198
SeLEV6574_g00036	sp|P0DN31|NFS1_ARTBC	64.00	75	27	0	266	490	79	153	7e-163	104
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	75.73	103	25	0	2306	2614	192	294	3e-141	166
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	47.49	179	44	2	3109	3645	384	512	3e-141	155
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	78.08	73	16	0	2832	3050	312	384	3e-141	121
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	62.69	67	23	1	2047	2241	130	196	3e-141	72.8
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	53.33	45	20	1	1856	1990	90	133	3e-141	57.4
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	68.18	22	7	0	2695	2760	296	317	3e-141	38.9
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	48.35	91	47	0	4075	4347	585	675	2e-44	99.8
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	51.47	68	32	1	3623	3823	481	548	2e-44	75.1
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	65.71	35	12	0	3894	3998	545	579	2e-44	50.1
SeLEV6574_g00037	sp|Q96VA4|GLGB_ASPOR	43.48	69	38	1	1605	1808	34	102	2e-06	56.6
SeLEV6574_g00034	sp|O14470|SSR2_SCHPO	36.62	497	220	11	13	1491	41	446	1e-77	260
SeLEV6574_g00035	sp|P83941|ELOC_RAT	60.47	43	17	0	135	7	69	111	6e-11	60.1
SeLEV6574_g00035	sp|P83941|ELOC_RAT	69.70	33	10	0	450	352	19	51	1e-07	50.4
SeLEV6574_g00032	sp|Q503V0|CHMP6_DANRE	39.89	183	64	3	2805	2257	1	137	1e-13	75.9
SeLEV6574_g00033	sp|Q6CWC4|RM04_KLULA	49.02	51	16	3	112	249	52	97	0.001	40.8
SeLEV6574_g00030	sp|P49008|HEXA_PORGI	37.50	280	107	4	921	1760	173	384	1e-50	194
SeLEV6574_g00031	sp|Q803E0|PALD_DANRE	26.92	182	81	5	1083	568	615	754	6e-08	62.0
SeLEV6574_g00031	sp|Q803E0|PALD_DANRE	25.93	243	127	7	1110	412	234	433	9e-08	61.2
SeLEV6574_g00031	sp|Q803E0|PALD_DANRE	39.53	43	26	0	3374	3246	501	543	0.097	41.6
SeLEV6574_g00031	sp|Q803E0|PALD_DANRE	31.43	70	40	3	1701	1501	99	163	4.9	36.2
SeLEV6574_g00039	sp|A5GN82|TRUB_SYNPW	30.00	90	53	2	295	53	59	147	1.9	31.2
SeLEV6574_g00058	sp|Q10423|CCE1_SCHPO	28.24	131	85	5	731	1105	115	242	0.052	38.9
SeLEV6574_g00059	sp|B3EWZ6|MLRP2_ACRMI	34.62	52	32	1	16	165	960	1011	2.4	35.0
SeLEV6574_g00054	sp|P29458|MCM4_SCHPO	38.62	536	159	14	1774	182	501	871	1e-157	290
SeLEV6574_g00054	sp|P29458|MCM4_SCHPO	64.36	101	36	0	2706	2404	280	380	1e-157	147
SeLEV6574_g00054	sp|P29458|MCM4_SCHPO	40.00	115	48	1	2174	1830	409	502	1e-157	85.5
SeLEV6574_g00054	sp|P29458|MCM4_SCHPO	34.88	129	58	2	3211	2825	159	261	1e-157	80.5
SeLEV6574_g00054	sp|P29458|MCM4_SCHPO	56.25	32	14	0	2335	2240	381	412	1e-157	42.7
SeLEV6574_g00054	sp|P29458|MCM4_SCHPO	40.68	59	29	1	965	807	669	727	5e-05	51.6
SeLEV6574_g00055	sp|Q9NZ63|TLS1_HUMAN	35.48	124	67	5	339	4	166	288	7e-06	50.8
SeLEV6574_g00056	sp|P0CQ52|SNU13_CRYNJ	79.07	43	9	0	162	34	75	117	2e-33	72.8
SeLEV6574_g00056	sp|P0CQ52|SNU13_CRYNJ	77.78	36	8	0	509	402	6	41	2e-33	64.7
SeLEV6574_g00056	sp|P0CQ52|SNU13_CRYNJ	85.71	35	5	0	331	227	41	75	2e-33	47.0
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	36.62	284	116	3	557	1405	164	384	2e-125	177
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	36.54	156	97	1	1464	1931	384	537	2e-125	120
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	39.87	153	51	3	37	495	54	165	2e-125	101
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	45.21	73	40	0	2395	2613	627	699	2e-125	71.2
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	33.96	106	47	2	2018	2335	545	627	2e-125	62.4
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	26.47	34	25	0	2693	2794	706	739	2e-125	26.6
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	30.27	185	97	2	3186	3740	827	979	2e-20	85.5
SeLEV6574_g00057	sp|Q24K02|IDE_BOVIN	71.43	21	6	0	3076	3138	810	830	2e-20	37.7
SeLEV6574_g00050	sp|Q1IW96|Y2194_DEIGD	42.86	42	22	1	231	112	17	58	4.9	29.3
SeLEV6574_g00051	sp|P98199|AT8B2_MOUSE	37.57	362	173	10	2578	1598	339	682	1e-114	212
SeLEV6574_g00051	sp|P98199|AT8B2_MOUSE	45.06	233	103	2	1491	868	686	918	1e-114	206
SeLEV6574_g00051	sp|P98199|AT8B2_MOUSE	38.78	49	30	0	770	624	921	969	1e-114	42.0
SeLEV6574_g00051	sp|P98199|AT8B2_MOUSE	31.07	103	47	1	3880	3572	45	123	1e-12	48.5
SeLEV6574_g00051	sp|P98199|AT8B2_MOUSE	32.14	84	57	0	3516	3265	121	204	1e-12	48.1
SeLEV6574_g00053	sp|O60200|MDM35_YEAST	44.44	27	15	0	88	168	12	38	6.7	29.3
SeLEV6574_g00073	sp|P97412|LYST_MOUSE	29.63	108	47	4	5	244	862	968	2.4	34.3
SeLEV6574_g00070	sp|Q1ZXG8|D1060_DICDI	34.38	160	103	2	780	304	6	164	5e-23	97.4
SeLEV6574_g00071	sp|Q5FVR4|ERI1_RAT	34.15	164	80	3	619	1104	123	260	2e-34	108
SeLEV6574_g00071	sp|Q5FVR4|ERI1_RAT	50.88	57	26	1	1169	1333	262	318	2e-34	60.5
SeLEV6574_g00076	sp|O74352|HOB1_SCHPO	35.46	141	91	0	1245	823	98	238	9e-26	114
SeLEV6574_g00076	sp|O74352|HOB1_SCHPO	46.99	83	44	0	1670	1422	2	84	9e-15	80.9
SeLEV6574_g00076	sp|O74352|HOB1_SCHPO	58.82	51	21	0	336	184	410	460	2e-14	79.7
SeLEV6574_g00077	sp|O42921|PT191_SCHPO	42.11	57	31	1	7	177	4	58	6e-07	47.8
SeLEV6574_g00074	sp|Q5ZKR7|ACBG2_CHICK	37.74	53	31	2	832	674	352	402	1.9	34.7
SeLEV6574_g00075	sp|Q9SSQ8|HS26M_ARATH	34.62	78	45	2	2286	2071	141	218	6e-05	49.3
SeLEV6574_g00078	sp|P36165|TGL4_YEAST	29.63	216	101	3	2270	1623	173	337	1e-29	99.4
SeLEV6574_g00078	sp|P36165|TGL4_YEAST	31.13	106	43	2	1525	1208	352	427	1e-29	54.7
SeLEV6574_g00078	sp|P36165|TGL4_YEAST	27.23	213	106	5	807	172	468	632	1e-12	75.5
